Genre,Reports,Age,Gpa,Year,Count,Gender,Translate
Activities and Travelling,"14. ""I love attending film screenings and discussions on campus. It's a great way to engage with the arts and see films that I might not have discovered on my own.""",25,2.16,1,1,F,"14. ""Saya suka menghadiri pemutaran film dan diskusi di kampus. Ini cara yang bagus untuk terlibat dengan seni dan menonton film yang mungkin tidak saya temukan sendiri."""
Activities and Travelling,"15. ""I wish there were more opportunities to connect with alumni and professionals in my field. It would be great to network and get advice from people who have been through the same things I'm going through now.""",21,3.29,2,1,F,"15. ""Saya berharap ada lebih banyak kesempatan untuk terhubung dengan alumni dan profesional di bidang saya. Akan sangat bagus untuk membangun jaringan dan mendapatkan nasihat dari orang-orang yang pernah mengalami hal yang sama seperti yang saya alami sekarang."""
Activities and Travelling,"16. ""I love taking weekend trips to nearby cities and towns. It's a great way to see new places and experience different cultures, without having to spend a lot of money.""",21,0.36,3,1,F,"16. ""Saya suka melakukan perjalanan akhir pekan ke kota-kota terdekat. Ini cara yang bagus untuk melihat tempat-tempat baru dan merasakan budaya yang berbeda, tanpa harus menghabiskan banyak uang."""
Activities and Travelling,"17. ""I really enjoy attending book clubs and literary events on campus. It's a great way to engage with literature and connect with other book lovers.""",21,3.74,4,1,F,"17. ""Saya sangat menikmati menghadiri klub buku dan acara sastra di kampus. Ini cara yang bagus untuk terlibat dengan sastra dan terhubung dengan pecinta buku lainnya."""
Activities and Travelling,"18. ""I wish there were more opportunities for students to get involved in research projects and work with faculty members outside of the classroom. It would be a great way to gain hands-on experience in my field.""",20,0.25,3,1,M,"18. ""Saya berharap ada lebih banyak kesempatan bagi mahasiswa untuk terlibat dalam proyek penelitian dan bekerja dengan anggota fakultas di luar kelas. Ini akan menjadi cara yang bagus untuk mendapatkan pengalaman langsung di bidang saya."""
Activities and Travelling,"19. ""I love attending poetry readings and spoken word events on campus. It's a great way to connect with the creative community and hear from talented writers.""",22,0.14,2,1,M,"19. ""Saya suka menghadiri pembacaan puisi dan acara lisan di kampus. Ini cara yang bagus untuk terhubung dengan komunitas kreatif dan mendengar pendapat penulis berbakat."""
Activities and Travelling,"20. ""I wish there were more opportunities for students to learn about and engage",17,1.26,5,1,M,"20. ""Saya berharap ada lebih banyak kesempatan bagi siswa untuk belajar dan terlibat"
Food and Cantines,"1. ""I am disappointed with the food options available on campus. There are not enough healthy options, and the quality of the food is subpar.""",21,1.54,2,1,M,"1. ""Saya kecewa dengan pilihan makanan yang tersedia di kampus. Pilihan makanan sehat tidak cukup, dan kualitas makanan di bawah standar."""
Food and Cantines,"2. ""The cafeteria on campus is always crowded, and it's difficult to find a seat during peak hours. The university should consider expanding the cafeteria or adding additional dining areas.""",21,0.86,3,1,M,"2. ""Kafetaria di kampus selalu ramai, dan sulit mendapatkan tempat duduk pada jam sibuk. Universitas harus mempertimbangkan untuk memperluas kafetaria atau menambah ruang makan tambahan."""
Food and Cantines,"3. ""I appreciate the variety of food options available on campus, but the prices are too high. It's not feasible for students to eat on campus every day.""",17,0.13,5,1,F,"3. “Saya mengapresiasi beragamnya pilihan makanan yang tersedia di kampus, namun harganya terlalu mahal. Tidak layak bagi mahasiswa untuk makan di kampus setiap hari.”"
Food and Cantines,"4. ""The food available on campus is too greasy and unhealthy. The university should focus on offering more nutritious options.""",23,3.81,4,1,M,"4. ""Makanan yang tersedia di kampus terlalu berminyak dan tidak sehat. Universitas harus fokus dalam menawarkan pilihan yang lebih bergizi."""
Food and Cantines,"5. ""The vending machines on campus are frequently out of order, which is frustrating when I need a quick snack between classes.""",18,3.5,3,1,F,"5. ""Mesin penjual otomatis di kampus sering kali rusak, dan hal ini membuat saya frustasi ketika saya membutuhkan makanan ringan di sela-sela jam pelajaran."""
Food and Cantines,"6. ""I love the variety of snacks available at the campus convenience store, but the prices are too high. It would be great if the university could offer more affordable options.""",19,0.15,1,1,M,"6. ""Saya menyukai variasi makanan ringan yang tersedia di toserba kampus, namun harganya terlalu mahal. Akan sangat bagus jika universitas dapat menawarkan pilihan yang lebih terjangkau."""
Food and Cantines,"7. ""The campus coffee shop is always crowded, and it takes forever to get my order. I wish there were more employees working during peak hours.""",20,3.88,2,1,M,"7. ""Kedai kopi kampus selalu ramai, dan butuh waktu lama untuk mendapatkan pesananku. Aku berharap ada lebih banyak karyawan yang bekerja pada jam sibuk."""
Food and Cantines,"8. ""I appreciate the vegan and vegetarian options available on campus, but they are often sold out or not replenished in a timely manner.""",26,3.98,4,1,F,"8. ""Saya menghargai pilihan vegan dan vegetarian yang tersedia di kampus, namun sering kali terjual habis atau tidak diisi kembali pada waktu yang tepat."""
Food and Cantines,"9. ""The campus dining hall should offer more international cuisine options. The food is too focused on American cuisine.""",27,0.34,4,1,M,"9. ""Ruang makan kampus harus menawarkan lebih banyak pilihan masakan internasional. Makanannya terlalu fokus pada masakan Amerika."""
Food and Cantines,"10. ""The food available on campus is not accommodating for students with allergies. The university should provide more allergy-friendly options.""",22,1.69,4,1,M,"10. ""Makanan yang tersedia di kampus tidak mengakomodasi mahasiswa yang memiliki alergi. Universitas harus menyediakan pilihan yang lebih ramah alergi."""
Food and Cantines,"11. ""I wish there were more food trucks on campus. The lines are always too long, and the trucks are only available on certain days.""",19,3.85,4,1,M,"11. ""Saya berharap ada lebih banyak truk makanan di kampus. Antreannya selalu terlalu panjang, dan truk hanya tersedia pada hari-hari tertentu."""
Food and Cantines,"12. ""The campus snack bars often run out of popular items, which is frustrating for students who rely on these options for meals.""",23,3.32,1,1,M,"12. ""Kedai jajanan kampus sering kali kehabisan makanan populer, sehingga membuat frustasi mahasiswa yang bergantung pada pilihan makanan ini."""
Food and Cantines,"13. ""The food available on campus is too repetitive. I wish there were more rotating menu options.""",20,3.91,2,1,M,"13. ""Makanan yang tersedia di kampus terlalu repetitif. Saya berharap ada lebih banyak pilihan menu bergilir."""
Food and Cantines,"14. ""The meal plan options are too limited. It would be great if the university could offer more flexible options for students who don't eat on campus every day.""",21,2.36,4,1,M,"14. ""Pilihan paket makan terlalu terbatas. Akan sangat bagus jika universitas dapat menawarkan pilihan yang lebih fleksibel bagi mahasiswa yang tidak makan di kampus setiap hari."""
Food and Cantines,"15. ""The campus convenience store should offer more healthy snack options. Most of the items available are high in sugar and calories.""",22,2.92,4,1,M,"15. ""Toko swalayan kampus harus menawarkan pilihan makanan ringan yang lebih sehat. Sebagian besar makanan yang tersedia tinggi gula dan kalori."""
Food and Cantines,"16. ""I appreciate the campus food co-op, but the prices are too high for most students to afford.""",18,4.47,3,1,M,"16. ""Saya mengapresiasi koperasi pangan di kampus, namun harganya terlalu mahal bagi kebanyakan mahasiswa untuk mampu membelinya."""
Food and Cantines,"17. ""The food available on campus is often lukewarm or cold. The university should focus on improving the quality of the food.""",20,3.78,2,1,M,17. “Makanan yang tersedia di kampus seringkali suam-suam kuku atau dingin. Universitas harus fokus pada peningkatan kualitas makanan.”
Food and Cantines,"18. ""The campus food court should offer more variety. It's difficult to find something I want to eat every day.""",22,02.07,5,1,M,"18. ""Pusat jajanan kampus harus menawarkan lebih banyak variasi. Sulit menemukan sesuatu yang ingin saya makan setiap hari."""
Food and Cantines,"19. ""I wish the campus cafeteria would offer more breakfast options. It's difficult to find a healthy breakfast on campus.""",22,1.40,5,1,M,"19. ""Saya berharap kantin kampus menawarkan lebih banyak pilihan sarapan. Sulit menemukan sarapan sehat di kampus."""
Food and Cantines,"20. ""The campus dining hall is not open late enough. It would be great if it could stay open until later in the evening.""",23,2.58,5,1,M,"20. ""Ruang makan kampus tidak buka sampai larut malam. Alangkah baiknya jika bisa tetap buka sampai larut malam."""
Food and Cantines,"21. ""The quality of the food on campus varies widely. Sometimes it's great, but other times it's barely edible.""",21,1.40,1,1,M,"21. ""Kualitas makanan di kampus sangat bervariasi. Terkadang enak, tapi di lain waktu hampir tidak bisa dimakan."""
Food and Cantines,"22. ""The prices at the campus coffee shop are too high. It would be great if there were more affordable options for students.""",21,04.06,3,1,M,"22. ""Harga di kedai kopi kampus terlalu tinggi. Akan lebih bagus jika ada pilihan yang lebih terjangkau bagi mahasiswa."""
Food and Cantines,"23. ""The campus dining hall should offer more grab-and-go options for students who are in a hurry.""",19,01.06,3,1,M,"23. ""Ruang makan kampus harus menawarkan lebih banyak pilihan makanan siap saji bagi mahasiswa yang sedang terburu-buru."""
Food and Cantines,"24. ""I appreciate the late-night dining options available on campus, but the food is often not fresh or of good quality.""",23,2.16,2,1,M,"24. ""Saya menghargai pilihan makan malam yang tersedia di kampus, tapi makanannya sering kali tidak segar atau berkualitas baik."""
